age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53,retired,married,tertiary,no,-22,yes,no,cellular,31,jul,20,3,-1,0,unknown,no
38,technician,married,secondary,no,27,yes,no,unknown,3,jun,404,4,-1,0,unknown,no
41,technician,single,secondary,no,1508,no,yes,cellular,28,jan,301,2,-1,0,unknown,no
28,technician,single,tertiary,no,387,yes,no,cellular,28,jan,455,1,-1,0,unknown,no
30,technician,single,secondary,no,659,yes,no,unknown,20,may,241,3,-1,0,unknown,no
23,admin.,single,secondary,no,281,yes,no,unknown,13,may,124,1,-1,0,unknown,no
27,blue-collar,married,secondary,no,411,yes,yes,unknown,27,may,123,1,-1,0,unknown,no
46,blue-collar,single,secondary,no,2401,yes,no,unknown,14,may,218,2,-1,0,unknown,no
31,management,single,tertiary,no,999,yes,no,cellular,13,apr,187,5,-1,0,unknown,no
43,services,married,secondary,no,68,yes,yes,cellular,15,may,159,1,-1,0,unknown,no
36,housemaid,married,tertiary,yes,-1941,yes,no,unknown,16,jun,505,1,-1,0,unknown,no
45,services,single,secondary,no,-688,no,yes,cellular,8,jul,106,1,-1,0,unknown,no
31,admin.,single,secondary,no,3323,yes,no,cellular,9,apr,337,2,-1,0,unknown,no
47,services,married,secondary,no,27,no,no,cellular,12,aug,153,4,-1,0,unknown,no
42,management,married,tertiary,no,386,yes,no,unknown,7,may,168,1,-1,0,unknown,no
38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,no
37,blue-collar,married,unknown,no,897,yes,no,cellular,13,apr,119,2,280,2,failure,no
40,blue-collar,married,secondary,no,1539,yes,no,cellular,14,jul,204,3,-1,0,unknown,no
52,self-employed,married,tertiary,no,1088,yes,no,unknown,6,jun,217,2,-1,0,unknown,no
49,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,no
46,management,married,tertiary,no,477,yes,no,unknown,20,may,128,6,-1,0,unknown,no
55,entrepreneur,married,primary,no,-24,yes,no,unknown,8,may,176,1,-1,0,unknown,no
35,services,divorced,secondary,no,828,yes,no,cellular,21,jul,87,1,-1,0,unknown,no
30,admin.,single,secondary,no,110,no,no,cellular,28,jul,132,4,-1,0,unknown,no
40,blue-collar,married,primary,no,0,no,no,unknown,20,jun,618,4,-1,0,unknown,no
46,self-employed,married,unknown,no,-257,no,no,cellular,21,nov,104,1,189,2,failure,no
28,entrepreneur,single,secondary,no,1734,yes,no,unknown,3,jun,161,3,-1,0,unknown,no
36,self-employed,married,secondary,no,4579,yes,no,unknown,5,jun,563,1,-1,0,unknown,no
35,management,married,tertiary,no,182,no,no,cellular,9,feb,27,7,-1,0,unknown,no
28,management,single,tertiary,no,-62,no,no,unknown,12,aug,17,1,-1,0,unknown,no
46,management,married,unknown,no,876,yes,no,cellular,31,jul,11,3,-1,0,unknown,no
46,services,divorced,secondary,no,124,yes,yes,cellular,12,may,81,4,-1,0,unknown,no
27,management,single,tertiary,no,2786,no,no,cellular,15,jun,270,2,377,3,success,no
42,management,married,tertiary,no,1220,yes,no,telephone,28,jul,155,2,-1,0,unknown,no
37,management,married,tertiary,no,231,yes,yes,unknown,6,may,451,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1562,no,no,unknown,17,jun,50,2,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,-52,yes,no,unknown,14,may,166,4,-1,0,unknown,no
41,services,married,secondary,no,0,yes,no,unknown,11,jun,62,9,-1,0,unknown,no
36,technician,married,secondary,no,8119,no,no,unknown,21,may,24,1,-1,0,unknown,no
39,unemployed,married,tertiary,no,1108,yes,no,cellular,18,nov,191,2,-1,0,unknown,no
56,technician,single,primary,no,230,yes,no,unknown,9,may,122,4,-1,0,unknown,no
58,management,divorced,unknown,no,3498,no,no,cellular,19,nov,175,1,-1,0,unknown,no
37,management,single,tertiary,no,2173,no,no,cellular,30,jul,352,1,-1,0,unknown,no
30,management,single,tertiary,no,45,no,no,telephone,2,feb,211,2,-1,0,unknown,no
37,management,married,tertiary,no,4842,yes,no,cellular,25,nov,170,1,-1,0,unknown,no
42,blue-collar,married,primary,no,-181,yes,no,unknown,15,may,297,3,-1,0,unknown,no
58,admin.,married,secondary,no,580,no,yes,telephone,2,feb,161,3,5,3,other,no
26,blue-collar,single,secondary,no,8,yes,no,cellular,13,may,167,1,-1,0,unknown,no
39,blue-collar,married,unknown,no,2952,yes,no,unknown,12,jun,307,2,-1,0,unknown,no
30,management,single,tertiary,no,2907,yes,no,cellular,30,dec,146,2,218,1,failure,no
41,entrepreneur,married,secondary,no,0,yes,yes,cellular,21,nov,12,5,190,1,failure,no
56,retired,divorced,primary,no,-154,yes,no,unknown,27,may,127,1,-1,0,unknown,no
30,housemaid,married,primary,no,462,no,yes,cellular,30,jul,274,3,-1,0,unknown,no
36,services,married,secondary,no,-182,yes,yes,cellular,8,may,19,6,304,11,other,no
58,retired,married,secondary,no,674,yes,no,unknown,26,may,80,1,-1,0,unknown,no
57,management,single,tertiary,no,73,no,no,unknown,12,may,41,1,-1,0,unknown,no
24,technician,single,secondary,no,139,no,no,cellular,14,apr,259,1,-1,0,unknown,no
31,services,married,secondary,no,1004,no,no,cellular,5,feb,96,6,-1,0,unknown,no
36,technician,married,secondary,no,154,yes,no,cellular,18,nov,231,1,96,2,other,no
47,blue-collar,married,primary,no,113,yes,no,unknown,13,may,276,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,298,yes,no,unknown,15,may,182,1,-1,0,unknown,no
31,management,married,tertiary,no,2344,yes,no,cellular,14,aug,221,6,-1,0,unknown,no
60,retired,married,secondary,no,0,no,no,telephone,31,jul,576,20,-1,0,unknown,no
38,management,single,tertiary,no,8669,yes,no,telephone,21,nov,228,6,-1,0,unknown,no
44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no
31,technician,married,tertiary,no,237,yes,no,cellular,31,jul,59,2,-1,0,unknown,no
50,housemaid,married,secondary,no,388,no,no,cellular,8,jun,152,2,89,2,success,no
45,management,married,tertiary,no,203,no,no,unknown,16,jun,202,4,-1,0,unknown,no
44,services,divorced,secondary,no,20541,no,yes,unknown,18,jun,501,2,-1,0,unknown,no
30,technician,married,secondary,no,616,yes,no,cellular,6,may,19,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,80,yes,yes,cellular,22,jul,271,1,-1,0,unknown,no
52,management,married,tertiary,no,659,no,no,cellular,23,jul,517,4,-1,0,unknown,no
38,blue-collar,single,primary,no,3132,no,no,cellular,5,feb,304,1,-1,0,unknown,no
36,management,married,tertiary,no,0,yes,no,cellular,18,nov,103,1,175,2,failure,no
63,entrepreneur,married,primary,no,2287,no,no,telephone,1,sep,490,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,4986,yes,no,cellular,12,may,139,2,-1,0,unknown,no
26,management,single,secondary,no,609,yes,no,cellular,21,jul,594,1,-1,0,unknown,no
40,services,divorced,secondary,no,105,yes,no,unknown,6,may,189,2,-1,0,unknown,no
35,management,married,tertiary,no,5367,no,no,cellular,2,mar,69,1,-1,0,unknown,no
48,unemployed,married,primary,no,296,yes,no,unknown,9,may,164,8,-1,0,unknown,no
48,technician,married,tertiary,no,16,no,no,cellular,29,aug,77,2,-1,0,unknown,no
44,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,13,1,-1,0,unknown,no
40,blue-collar,single,secondary,no,436,yes,no,unknown,5,may,231,3,-1,0,unknown,no
48,management,divorced,tertiary,no,5978,no,no,cellular,28,jan,58,1,-1,0,unknown,no
30,management,single,tertiary,no,640,no,no,cellular,6,feb,124,4,213,2,failure,no
33,blue-collar,single,secondary,no,33,yes,no,unknown,9,may,557,1,-1,0,unknown,no
31,housemaid,married,primary,no,203,yes,no,unknown,6,may,604,3,-1,0,unknown,no
44,blue-collar,married,primary,no,8,no,no,cellular,28,jan,531,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,279,no,no,cellular,28,aug,64,3,-1,0,unknown,no
35,self-employed,married,tertiary,no,506,no,no,cellular,27,apr,144,1,-1,0,unknown,no
47,blue-collar,married,primary,no,145,no,no,unknown,17,jun,255,1,-1,0,unknown,no
33,technician,single,secondary,no,6325,no,no,cellular,13,aug,206,2,-1,0,unknown,no
50,housemaid,divorced,primary,no,94,yes,no,cellular,22,jul,184,4,-1,0,unknown,no
51,management,single,tertiary,no,1565,yes,no,cellular,24,jul,870,3,-1,0,unknown,no
43,blue-collar,married,secondary,no,514,yes,yes,cellular,20,apr,34,2,-1,0,unknown,no
55,services,married,secondary,no,4263,no,no,cellular,14,aug,93,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,377,no,no,cellular,15,jul,1412,4,-1,0,unknown,no
34,blue-collar,single,secondary,no,381,yes,no,cellular,29,jan,83,1,262,1,failure,no
51,self-employed,divorced,tertiary,no,5244,no,no,unknown,17,jun,266,2,-1,0,unknown,no
53,retired,single,tertiary,no,888,yes,no,cellular,9,jul,128,1,-1,0,unknown,no
37,technician,single,tertiary,no,178,yes,no,unknown,21,may,97,1,-1,0,unknown,no
47,entrepreneur,married,secondary,no,136,yes,no,unknown,20,may,132,1,-1,0,unknown,no
40,entrepreneur,married,secondary,no,285,no,no,cellular,21,nov,133,1,-1,0,unknown,no
52,blue-collar,single,tertiary,yes,-517,no,yes,cellular,10,jul,340,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,3,no,yes,cellular,19,aug,289,2,-1,0,unknown,no
35,housemaid,married,primary,no,8127,no,no,unknown,6,jun,315,1,-1,0,unknown,no
25,services,single,secondary,no,5533,yes,no,cellular,28,jul,50,4,-1,0,unknown,no
52,management,married,tertiary,no,72,no,no,cellular,2,feb,222,1,-1,0,unknown,no
28,management,single,tertiary,no,321,no,yes,cellular,5,feb,255,6,-1,0,unknown,no
55,blue-collar,married,secondary,no,467,no,no,cellular,25,aug,129,5,-1,0,unknown,no
54,blue-collar,married,primary,no,209,no,yes,unknown,17,nov,206,1,-1,0,unknown,no
59,management,divorced,tertiary,no,6144,yes,no,cellular,25,aug,56,5,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,yes,unknown,21,may,72,5,-1,0,unknown,no
33,management,married,tertiary,no,32,no,no,cellular,29,aug,27,7,-1,0,unknown,no
39,entrepreneur,single,tertiary,no,243,no,yes,cellular,11,may,128,3,371,1,failure,no
51,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,311,3,-1,0,unknown,no
37,admin.,single,tertiary,no,3954,yes,no,cellular,17,apr,238,1,331,1,failure,no
42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
32,services,single,unknown,no,6145,yes,no,cellular,14,may,362,1,287,13,failure,no
37,management,married,tertiary,no,8821,yes,no,cellular,14,may,167,1,-1,0,unknown,no
57,housemaid,divorced,primary,no,1198,no,no,cellular,13,aug,146,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,238,2,-1,0,unknown,no
25,technician,single,tertiary,no,2206,yes,no,cellular,15,jun,114,1,-1,0,unknown,no
42,services,married,secondary,no,2993,yes,no,unknown,19,may,136,2,-1,0,unknown,no
42,blue-collar,married,primary,no,-25,yes,no,unknown,12,may,62,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,314,yes,no,unknown,28,may,184,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,14,no,no,unknown,14,may,72,2,-1,0,unknown,no
33,services,single,secondary,no,148,yes,no,cellular,17,apr,271,1,150,1,failure,no
58,management,married,tertiary,no,0,no,no,telephone,31,jul,27,16,-1,0,unknown,no
34,blue-collar,married,primary,no,298,yes,no,unknown,8,may,220,2,-1,0,unknown,no
32,management,married,tertiary,no,2218,yes,no,cellular,6,may,37,2,-1,0,unknown,no
44,management,divorced,tertiary,no,0,no,no,cellular,10,aug,71,1,-1,0,unknown,no
48,management,single,tertiary,no,191,yes,no,cellular,17,apr,222,1,326,1,failure,no
43,technician,single,secondary,no,293,yes,no,unknown,15,may,49,1,-1,0,unknown,no
50,management,single,unknown,no,1277,no,no,cellular,4,may,63,1,-1,0,unknown,no
45,management,married,tertiary,no,2805,no,no,cellular,19,aug,91,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,1331,yes,yes,unknown,19,jun,267,2,-1,0,unknown,no
51,housemaid,divorced,primary,no,336,no,no,unknown,17,jun,105,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,1096,yes,yes,cellular,6,feb,174,2,-1,0,unknown,no
33,student,single,tertiary,no,4,yes,no,cellular,18,nov,203,2,-1,0,unknown,no
58,entrepreneur,married,tertiary,no,146,yes,no,unknown,12,may,186,6,-1,0,unknown,no
31,student,single,tertiary,no,0,no,no,cellular,4,may,47,2,-1,0,unknown,no
46,technician,married,secondary,no,4956,yes,no,unknown,16,may,74,1,-1,0,unknown,no
34,management,married,tertiary,no,276,no,no,cellular,29,jan,216,1,-1,0,unknown,no
33,self-employed,single,tertiary,no,1049,no,no,cellular,4,may,126,4,-1,0,unknown,no
35,management,married,secondary,no,97,yes,no,unknown,29,may,135,4,-1,0,unknown,no
37,unemployed,married,unknown,no,4565,no,no,cellular,4,sep,369,1,-1,0,unknown,no
51,blue-collar,married,primary,yes,-283,yes,no,unknown,12,may,38,4,-1,0,unknown,no
35,self-employed,married,tertiary,no,1250,yes,no,cellular,2,apr,361,1,136,1,other,no
53,retired,married,tertiary,no,1778,no,no,cellular,19,nov,186,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,3269,yes,yes,cellular,14,may,121,2,-1,0,unknown,no
40,blue-collar,married,primary,no,343,no,no,unknown,6,jun,292,2,-1,0,unknown,no
56,unemployed,divorced,tertiary,no,0,yes,no,cellular,30,jul,1259,6,-1,0,unknown,no
44,management,married,tertiary,no,839,no,no,cellular,8,nov,240,1,40,2,other,no
42,unemployed,married,secondary,no,583,yes,no,unknown,12,jun,153,6,-1,0,unknown,no
31,self-employed,single,secondary,no,202,yes,no,cellular,18,nov,216,1,-1,0,unknown,no
44,unemployed,married,unknown,no,1309,no,no,telephone,30,jan,262,2,-1,0,unknown,no
46,entrepreneur,married,tertiary,no,2262,no,no,telephone,14,jul,44,14,-1,0,unknown,no
47,blue-collar,single,primary,no,10558,yes,no,cellular,13,may,81,3,174,2,other,no
27,student,single,secondary,no,3096,yes,no,telephone,6,may,62,4,357,1,failure,no
46,technician,divorced,secondary,no,3455,yes,no,cellular,20,nov,120,4,190,2,failure,no
59,admin.,married,primary,no,2532,yes,no,unknown,30,may,110,6,-1,0,unknown,no
54,technician,divorced,secondary,no,784,yes,yes,unknown,15,may,579,1,-1,0,unknown,no
56,management,married,tertiary,no,14344,yes,no,cellular,5,feb,358,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,398,yes,no,cellular,20,apr,198,1,-1,0,unknown,no
58,self-employed,married,primary,no,728,no,no,unknown,20,jun,112,4,-1,0,unknown,no
32,management,married,tertiary,no,5910,no,no,cellular,26,aug,75,3,-1,0,unknown,no
42,services,married,secondary,no,-43,yes,yes,unknown,27,may,363,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,2909,no,no,cellular,6,feb,205,7,-1,0,unknown,no
57,management,married,tertiary,no,5,yes,no,cellular,8,jul,96,1,-1,0,unknown,no
45,blue-collar,married,primary,no,700,yes,no,telephone,13,may,29,4,-1,0,unknown,no
31,blue-collar,married,tertiary,no,433,no,yes,cellular,3,feb,114,1,-1,0,unknown,no
38,services,married,secondary,no,4392,no,no,cellular,18,nov,23,2,110,2,failure,no
50,blue-collar,married,secondary,no,724,no,no,cellular,28,jul,139,2,-1,0,unknown,no
37,blue-collar,married,unknown,no,897,yes,no,cellular,7,jul,339,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,-202,yes,yes,cellular,19,nov,565,1,112,4,failure,no
44,services,married,secondary,no,361,yes,no,unknown,29,may,217,1,-1,0,unknown,no
37,management,married,primary,no,1959,no,no,unknown,11,jun,439,1,-1,0,unknown,no
57,unemployed,married,secondary,no,1681,no,no,cellular,18,nov,226,1,-1,0,unknown,no
47,technician,divorced,secondary,no,-81,yes,no,cellular,21,nov,262,1,-1,0,unknown,no
31,management,married,secondary,no,1064,no,no,telephone,20,nov,60,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,48,yes,yes,unknown,29,may,144,1,-1,0,unknown,no
32,technician,single,tertiary,no,548,no,no,cellular,18,aug,377,7,-1,0,unknown,no
29,technician,single,secondary,no,500,yes,no,cellular,14,may,273,3,-1,0,unknown,no
37,technician,married,tertiary,no,4439,yes,no,cellular,31,jul,70,29,-1,0,unknown,no
39,self-employed,married,secondary,no,4722,yes,no,unknown,17,jun,483,1,-1,0,unknown,no
31,admin.,single,secondary,no,678,yes,no,unknown,3,jun,117,4,-1,0,unknown,no
49,unemployed,married,secondary,no,13818,no,no,cellular,31,jul,221,2,-1,0,unknown,no
33,management,single,tertiary,no,215,yes,no,cellular,27,mar,101,1,-1,0,unknown,no
43,admin.,married,secondary,no,5048,no,no,telephone,31,jul,214,3,-1,0,unknown,no
41,entrepreneur,divorced,secondary,no,-29,yes,no,cellular,10,jul,188,1,-1,0,unknown,no
28,unemployed,single,secondary,yes,-353,yes,no,unknown,12,may,89,3,-1,0,unknown,no
48,technician,divorced,secondary,no,1290,no,no,unknown,16,jun,58,1,-1,0,unknown,no
53,technician,married,secondary,no,2818,yes,no,cellular,19,nov,131,1,126,7,failure,no
23,technician,single,secondary,no,4659,yes,no,cellular,7,may,158,1,318,4,failure,no
31,services,single,secondary,no,1015,no,no,cellular,29,jan,100,1,-1,0,unknown,no
32,management,single,tertiary,no,1613,no,no,cellular,30,mar,253,2,129,5,failure,no
48,technician,single,secondary,no,434,no,no,cellular,13,aug,183,1,-1,0,unknown,no
51,technician,married,unknown,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,no
45,management,married,tertiary,no,753,yes,no,cellular,2,apr,2870,2,-1,0,unknown,no
40,admin.,married,secondary,no,1597,yes,no,unknown,30,may,633,1,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,-566,yes,no,cellular,14,may,151,2,353,2,failure,no
30,management,married,tertiary,no,32,yes,no,unknown,6,may,122,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,72,yes,no,unknown,29,may,456,1,-1,0,unknown,no
29,blue-collar,single,primary,no,105,yes,no,unknown,16,may,326,1,-1,0,unknown,no
37,management,married,tertiary,no,4293,yes,no,cellular,29,aug,150,2,-1,0,unknown,no
37,technician,married,tertiary,no,2043,no,no,cellular,22,aug,143,4,-1,0,unknown,no
36,management,married,tertiary,no,1594,yes,no,cellular,31,jul,544,5,-1,0,unknown,no
33,student,single,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure,no
29,services,married,primary,no,549,yes,no,unknown,5,jun,61,2,-1,0,unknown,no
55,management,married,tertiary,no,0,no,no,unknown,29,may,206,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,665,no,no,cellular,18,aug,885,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,2,yes,no,cellular,12,may,6,5,-1,0,unknown,no
49,technician,divorced,secondary,no,5,no,no,cellular,19,aug,131,2,-1,0,unknown,no
52,blue-collar,married,primary,no,4793,yes,no,unknown,6,jun,176,2,-1,0,unknown,no
39,blue-collar,single,secondary,no,1986,no,yes,unknown,19,jun,367,1,-1,0,unknown,no
37,management,married,tertiary,no,89,yes,no,unknown,19,may,162,10,-1,0,unknown,no
31,admin.,single,tertiary,no,383,no,yes,cellular,6,feb,119,1,214,1,failure,no
55,management,divorced,tertiary,no,25,no,no,unknown,16,jun,404,3,-1,0,unknown,no
37,management,married,tertiary,no,1393,no,yes,unknown,11,jun,129,3,-1,0,unknown,no
58,housemaid,married,primary,no,260,yes,no,telephone,15,may,71,5,364,3,failure,no
48,blue-collar,married,secondary,no,425,yes,no,telephone,9,jul,693,2,-1,0,unknown,no
48,unemployed,married,secondary,no,855,yes,no,unknown,9,may,241,2,-1,0,unknown,no
38,services,married,tertiary,no,1018,no,no,unknown,16,jun,325,3,-1,0,unknown,no
36,management,married,tertiary,no,2283,no,no,cellular,28,jan,213,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,687,yes,no,cellular,6,feb,178,2,273,1,failure,no
46,admin.,married,secondary,no,711,no,yes,telephone,28,jul,187,11,-1,0,unknown,no
31,management,single,tertiary,no,23,yes,no,cellular,7,may,98,1,-1,0,unknown,no
43,management,married,tertiary,no,5082,no,no,cellular,3,feb,99,3,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,17,nov,89,2,118,3,failure,no
56,blue-collar,married,primary,no,373,yes,no,unknown,27,may,269,1,-1,0,unknown,no
26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,unknown,no
30,services,married,secondary,no,357,yes,no,cellular,4,feb,215,3,253,4,failure,no
57,retired,married,secondary,no,1749,no,no,cellular,17,nov,288,2,-1,0,unknown,no
35,unemployed,married,tertiary,no,1849,yes,no,cellular,15,may,111,1,-1,0,unknown,no
55,services,married,secondary,no,752,no,no,unknown,17,jun,204,2,-1,0,unknown,no
30,management,single,tertiary,no,368,yes,no,cellular,12,aug,241,2,-1,0,unknown,no
49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
